,Filename,Date,Entity name,Order type,Text
ORDER NO: 10-17-S
4
WELLS FARGO INVESTMENTS, LLC,
)
)
5
)
ADMINISTRATIVE CONSENT ORDER
Respondent.
)
6
)
7
WHEREAS, Wells Fargo Investments, LLC (""WFI"") is a broker-dealer registered with the
8
State of Alaska; and
9
WHEREAS, WFI's activities regarding the marketing of auction rate securities have been
10
the subject of coordinated investigations conducted by a multistate task force; and
11
WHEREAS, WFI has cooperated fully with regulators conducting the investigations by
12
providing documentary evidence and other materials and by providing regulators with access to
13
information relevant to their investigations; and
14
WHEREAS, on November 18, 2009, WFI and the multistate task force reached an
15
agreement to resolve the investigations relating to WFI's marketing of ARS to certain customers;
16
and
17
WHEREAS, WFI agrees, among other things, to purchase certain auction rate securities
18
from customers and to make certain payments; and
19
WHEREAS, WFI elects to waive permanently any right to a hearing and appeal under the
20
Alaska Securities Act, Alaska Statutes (""AS"") 45.55, and the Administrative Procedures Act, AS
21
44.62, with respect to this Administrative Consent Order (the ""Order""); and
22
WHEREAS, WFI admits the jurisdiction of the State of Alaska, Department of Commerce,
23
Community, and Economic Development, Division of Banking and Securities (the ""Division"")
24
and consents to the entry of this Order by the Division; and
ITMO: WELLS FARGO INVESTMENTS, LLC
ORDER NO: 10-17-S
ADMINISTRATIVE CONSENT ORDER
PAGE 1 OF 15
1
WHEREAS, Wells Fargo Securities, LLC (""WFS""), as successor to Wells Fargo Brokerage
2
Services, LLC (""WFBS""), and Wells Fargo Institutional Securities, LLC (""WFIS"") have
3
voluntarily agreed to purchase ARS from certain customers, as described in Section IV below, and
4
to use best efforts to provide liquidity solutions for certain other customers; and
5
WHEREAS, WFI neither admits nor denies the Findings of Fact and Conclusions of Law
6
contained in this Order.
7
NOW, THEREFORE, the Division, as administrator of the Alaska Securities Act, hereby
8
enters this order:
9
I.
FINDINGS OF FACT
10
Background
11
1.
Auction Rate Securities (""ARS"") are long-term bonds issued by municipalities,
12
corporations, and student loan companies, or perpetual equity instruments issued by closed-end
13
mutual funds, with variable interest rates that reset through a bidding process known as a Dutch
14
auction.
15
2.
In a successful Dutch auction, ARS are auctioned at par and bids with successively
16
higher rates are accepted by the auction agent for the issuer until all of the available securities are
17
sold. All ARS are then purchased or sold at the lowest interest rate bid that will result in all ARS
18
placed up for auction being sold. If there are not enough buy orders to purchase all the securities
19
being sold at auction, a failed auction occurs. In the event of an auction failure, the issuer of the
20
ARS pays a default interest rate until the next successful auction. Broker-dealers that served as
21
dealers for the auctions sometimes placed ""support bids"" on their own behalf in order to prevent
22
auction failures.
23
3.
Beginning on or about February 13, 2008, there were not enough purchasers for
24
ARS at many auctions. The broker-dealers that had previously supported the auctions for these
ITMO: WELLS FARGO INVESTMENTS, LLC
ORDER NO: 10-17-S
ADMINISTRATIVE CONSENT ORDER
PAGE 2 OF 15
1
securities ceased their practice of bidding to prevent auction failures. As a result, the ARS market
2
experienced widespread failed auctions. ARS purchasers who wished to sell their ARS were
3
forced to continue holding their positions.
4
Marketing of ARS by WFI
5
4.
WFI marketed ARS to some of its customers, including individual customers, small
6
businesses, and non-profit organizations. Since at least 2001, WFI offered Auction Rate Preferred
7
Shares (""ARPS"") through its fixed-income desk. In addition, beginning in 2006, WFI facilitated
8
Auction Rate Debt Securities (""ARDS"") trades for select customers. WFI did not underwrite ARS
9
and did not serve as an auction manager or auction agent.
10
5.
On February 14, 2008, WFI customers nationwide were holding approximately
11
$2.95 billion in ARS in 5,692 accounts.
12
6.
WFI participated in sales of ARS to customers in the state of Alaska. In Alaska,
13
approximately 32 WFI accounts held $14,343.20 in ARS on February 14, 2008.
14
7.
Because of the auction failures described above, certain WFI customers who were
15
holding ARS on February 14, 2008, have been unable to sell their ARS at auction.
16
8.
In connection with the marketing of ARS, WFI failed to adopt policies and
17
procedures reasonably designed to ensure that its registered agents recommended ARS only to
18
customers who had stated investment objectives that were consistent with their purchase of ARS.
19
Some WFI registered agents recommended ARS to customers as a liquid, short-term investment.
20
As a result, some WFI customers, who needed short-term access to funds, invested in ARS, even
21
though ARS had long-term maturity dates, or in the case of ARPS, no maturity dates.
22
Failure to Supervise Agents Who Marketed ARS
23
9.
WFI failed to provide adequate supervision and training to its registered agents in
24
connection with the marketing of ARS. Some of WFI's registered agents were not adequately
ITMO: WELLS FARGO INVESTMENTS, LLC
ORDER NO: 10-17-S
ADMINISTRATIVE CONSENT ORDER
PAGE 3 OF 15
1
educated about ARS products. WFI failed to provide timely and comprehensive sales and
2
marketing literature regarding ARS and the mechanics of the auction process.
3
10.
Some WFI registered agents believed that the ARS were safe and were not aware
4
that auctions could fail and that money invested in ARS could become frozen. In part, this was
5
because some WFI registered agents were not aware of significant aspects of the auction rate
6
market.
7
11.
WFI did not establish specific written supervisory procedures for the review of
8
ARS transactions, nor did WFI train supervisory personnel on how to review ARS transactions.
9
II.
CONCLUSIONS OF LAW
10
The Division has jurisdiction over this matter pursuant to the Alaska Securities Act.
11
For the reasons alleged in the Findings of Fact, above, WFI failed to supervise
12
reasonably its registered agents in connection with the marketing of ARS to its customers. Such
13
conduct in relation to ARS violates AS 45.55.060(b)(1).
14
The Division finds the following relief appropriate and in the public interest.
15
III.
ORDER
16
On the basis of the Findings of Fact, Conclusions of Law, and WFI's consent to the
17
entry of this Order, for the sole purpose of settling this matter prior to a hearing and without
18
admitting or denying the Findings of Fact or Conclusions of Law,
19
IT IS HEREBY ORDERED:
20
1.
This Order concludes the investigation by the Division and any other action that the
21
Division could commence under applicable Alaska law on behalf of the State of Alaska as it
22
relates to WFI's marketing of ARS to customers.
23
2.
This Order is entered into solely for the purpose of resolving the above referenced
24
multistate investigation and is not intended to be used for any other purpose.
ITMO: WELLS FARGO INVESTMENTS, LLC
ORDER NO: 10-17-S
ADMINISTRATIVE CONSENT ORDER
PAGE 4 OF 15
1
3.
WFI shall cease and desist from violating the Alaska Securities Act and will comply
2
with the Alaska Securities Act.
3
4.
Within ten (10) days from the entry of this Order, WFI shall pay the sum of
4
Eighteen Thousand One Hundred Forty-Three Dollars and Twenty Cents ($18,143.20) to the State
5
of Alaska, such amount to be restricted to the following specific use by the Division: promoting
6
investor education, investor protection, and compliance with the securities laws. This amount
7
constitutes Alaska's proportionate share of the multistate settlement amount of $1,900,000.
8
5.
The total amount paid to the Division pursuant to the foregoing paragraph shall
9
remain at $18,143.20 regardless of whether another state securities regulator determines not to
10
accept WFI's state settlement offer.
11
6.
WFI shall take certain measures with respect to current and former customers that
12
purchased ""Eligible ARS,"" as defined and described in Paragraphs 8 through 15 of Section III,
13
below.
14
7.
Eligible ARS. For purposes of this Order as it relates to WFI, ""Eligible ARS"" shall
15
mean ARS that were purchased for customers by WFI on or before February 13, 2008, and that
16
have failed at auction at least once since February 13, 2008. Notwithstanding the foregoing
17
definition, Eligible ARS shall not include ARS that were purchased for customers by WFI or
18
entities acquired by Wells Fargo's parent companies in accounts owned, managed or advised by or
19
